Rank,Player,DOB,Player ID,goodWinSum,goodLossSum,badLossSum,totalMatches,totalWins,winPct,winScalar
472,"GABRIELY, Nevo",08 Jun 2000,100209308,0.0,0.0,2423.0,6.0,3.0,0.5,0.0
473,"LAPADAT, Joshua",10 Dec 2002,100295721,437.0,329.0,501.0,13.0,6.0,0.46153846153846156,1.2716701902748415
474,"BERNARD, John",14 Aug 2001,100329803,0.0,0.0,0.0,7.0,5.0,0.7142857142857143,0.0
475,"ELAMIN, Ammar",19 Jun 2002,100276242,0.0,37.0,1488.0,24.0,16.0,0.6666666666666666,0.03894736842105263
476,"NASKIDASHVILI, Nikita",02 Sep 2001,100230883,37.0,10.0,1179.0,26.0,21.0,0.8076923076923077,0.08823529411764706
477,"VUKOVIC, Luka",04 Mar 2001,100282768,107.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.22431865828092243
478,"SHELBAYH, Abedallah",16 Nov 2003,100276536,194.0,0.0,1535.0,15.0,13.0,0.8666666666666667,0.40585774058577406
479,"SKORILAS, Alexandros",16 Mar 2000,100207883,0.0,0.0,72.0,1.0,,,0.0
480,"IBRAGIMOV, Rail",11 Nov 2001,100217455,0.0,301.0,983.0,6.0,1.0,0.16666666666666666,0.31354166666666666
481,"ANDREJIC, Marko",26 Jan 2003,100285553,81.0,0.0,758.0,17.0,13.0,0.7647058823529411,0.1683991683991684
482,"SRIVASTAVA, Karan",17 Mar 2000,100258927,4.0,0.0,1009.0,10.0,6.0,0.6,0.008298755186721992
483,"JARDIN, Hugo",14 Apr 2001,100288965,128.0,404.0,0.0,9.0,5.0,0.5555555555555556,0.6832298136645962
484,"MARIADOS, Andrew",17 May 2000,100290402,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.0
485,"CASTANEDA, Guillermo",02 Jan 2000,100264459,149.0,116.0,427.0,17.0,11.0,0.6470588235294118,0.4268041237113402
486,"ARBET, Adam",28 May 2001,100252249,0.0,702.0,1203.0,14.0,9.0,0.6428571428571429,0.7222222222222222
487,"STOUPE, George",15 Jun 2001,100294781,0.0,0.0,374.0,5.0,2.0,0.4,0.0
488,"RANAIVO , Toky",14 Jul 2003,100298485,79.0,369.0,846.0,24.0,17.0,0.7083333333333334,0.5399590163934426
489,"JOHNS, Garrett",17 Dec 2000,100291607,,,,,,,
490,"JACQUET, Kyrian",11 May 2001,100270955,1804.0,0.0,0.0,4.0,4.0,1.0,3.6816326530612247
491,"NOTHHAFT, Sebastian",29 Nov 2001,100238741,518.0,598.0,1753.0,26.0,16.0,0.6153846153846154,1.663951120162933
492,"SEWANOU, Arnaud",10 Oct 2001,100290083,163.0,37.0,298.0,13.0,11.0,0.8461538461538461,0.36890243902439024
493,"FITZPATRICK, Barney",04 May 2002,100272233,0.0,0.0,614.0,6.0,1.0,0.16666666666666666,0.0
494,"STROEMBERG, Isac",03 Feb 2003,100323590,0.0,525.0,636.0,13.0,7.0,0.5384615384615384,0.5313765182186235
495,"MORENO, Daniel",23 Feb 2000,100262108,,,,,,,
496,"ADNANE, Younes",16 Apr 2002,100305237,0.0,0.0,361.0,7.0,4.0,0.5714285714285714,0.0
497,"NJOGU, Albert",06 Jan 2001,100274119,0.0,423.0,544.0,13.0,9.0,0.6923076923076923,0.4255533199195171
498,"WONG, Chak Lam Coleman",06 Jun 2004,100294341,0.0,0.0,410.0,13.0,10.0,0.7692307692307693,0.0
499,"KLOV NILSSON, Jesper",25 Jul 2000,100245498,0.0,0.0,149.0,2.0,1.0,0.5,0.0
500,"WENG, Jing Long",29 Dec 2000,100230105,772.0,48.0,282.0,13.0,8.0,0.6153846153846154,1.592
