Rank,Player,Movement,Nation,DOB,Event,Points,Player ID,Last Name,First Name
1491,"RYS, Dominik",+120,CZE,20 Sep 2002,9,12.75,100283016,RYS, Dominik
1492,"ALONSO, Manuel Antonio",-15,MEX,16 Jun 2001,16,12.75,100354861,ALONSO, Manuel Antonio
1493,"DUJMOVIC, Grgo",-46,CRO,27 Dec 2001,12,12.75,100227144,DUJMOVIC, Grgo
1493,"LABRADOR, Daniel",-15,USA,21 Sep 2001,11,12.75,100309609,LABRADOR, Daniel
1493,"SHENG, Jianhao",-15,CHN,23 Nov 2002,16,12.75,100346097,SHENG, Jianhao
1496,"HEMAN, Nama",-16,IND,21 Mar 2000,12,12.75,100278631,HEMAN, Nama
1497,"JAKOVLJEVIC, Dominik",-16,USA,16 Jul 2002,14,12.75,100315472,JAKOVLJEVIC, Dominik
1498,"PARIGI , Alessandro",+142,ITA,20 Aug 2001,19,12.75,100247568,PARIGI , Alessandro
1499,"VAITIEKUNAS, Pijus",-17,LTU,27 Feb 2003,20,12.75,100300918,VAITIEKUNAS, Pijus
1500,"FREQUELIN, Enzo",-17,FRA,11 Mar 2000,11,12.75,100283506,FREQUELIN, Enzo
1501,"LEE, Geun Wook",-16,KOR,15 Sep 2000,4,12.75,100295053,LEE, Geun Wook
1502,"AGUDELO ALVARADO, Diego Armando",-16,COL,01 Apr 2000,4,12.50,100317444,AGUDELO ALVARADO, Diego Armando
1503,"GRAY, Spencer",-16,USA,22 Mar 2001,12,12.50,100297382,GRAY, Spencer
1504,"NIEDERER, Noah Elia",-45,SUI,11 Jun 2001,17,12.50,100261275,NIEDERER, Noah Elia
1505,"GAMPEL, Noah",-17,USA,06 Dec 2002,3,12.50,100252723,GAMPEL, Noah
1505,"ST-HILAIRE, Maxime",-17,CAN,28 Apr 2003,16,12.50,100345608,ST-HILAIRE, Maxime
1507,"VERDIER, Thibault",-17,FRA,13 May 2003,10,12.50,100304830,VERDIER, Thibault
1508,"VIETRI, Bruno",-17,ARG,31 Aug 2000,17,12.50,100337786,VIETRI, Bruno
1509,"GORBUSHIN, Ivan",-17,CZE,07 Jun 2001,20,12.50,100208637,GORBUSHIN, Ivan
1510,"JANKULOVSKI, Gjorgji",-213,MKD,26 Feb 2002,17,12.50,100254291,JANKULOVSKI, Gjorgji
1511,"DELLOYE, Melchior",-18,FRA,04 Nov 2003,15,12.25,100284381,DELLOYE, Melchior
1511,"TROFIMOV, Egor",-18,RUS,30 Mar 2001,13,12.25,100231501,TROFIMOV, Egor
1513,"ZUCKERMAN, Niv",-18,ISR,11 Dec 2002,23,12.25,100280019,ZUCKERMAN, Niv
1514,"ABAZOV, Alexey",-18,RUS,19 Apr 2002,19,12.25,100228646,ABAZOV, Alexey
1514,"PARRA HERNANDEZ, Patricio",-18,MEX,12 Mar 2000,7,12.25,100271228,PARRA HERNANDEZ, Patricio
1516,"GOLA, Andrea",-18,ITA,31 Aug 2001,9,12.25,100230167,GOLA, Andrea
1517,"NEDELCHEV, Nikolay",-17,BUL,05 Jul 2003,8,12.25,100259633,NEDELCHEV, Nikolay
1518,"AFTAB, Muhammad Nauman",+90,PAK,20 Feb 2001,13,12.25,100279523,AFTAB, Muhammad Nauman
1519,"LIN, NAN HSUN",+439,TPE,21 Jan 2003,17,12.25,100326896,LIN, NAN HSUN
1520,"ANDREJIC GOLJAR, Mark",-19,SLO,29 Jan 2001,24,12.25,100251133,ANDREJIC GOLJAR, Mark
1521,"ANTINHEIMO, Oskar",-19,FIN,16 Oct 2002,15,12.00,100267786,ANTINHEIMO, Oskar
1521,"DELCOUR, Louis",-19,FRA,20 Jan 2000,3,12.00,100224686,DELCOUR, Louis
1521,"DEVINENI, SANJITH",-19,USA,25 Apr 2003,11,12.00,100336288,DEVINENI, SANJITH
1521,"IBRAHIM, Karim",-19,EGY,07 Aug 2003,8,12.00,100344625,IBRAHIM, Karim
1521,"PUKSHE, Teodors",-19,LAT,05 Apr 2000,11,12.00,100186074,PUKSHE, Teodors
1526,"BRESLAW, Dylan",-19,USA,02 Sep 2000,9,12.00,100320843,BRESLAW, Dylan
1527,"DAGAN, Guy",-19,ISR,26 Feb 2000,17,12.00,100208706,DAGAN, Guy
1527,"WALLIN, Olle",-19,SWE,22 Oct 2001,18,12.00,100285527,WALLIN, Olle
1529,"MINASYAN, Robert",-17,SWE,08 Aug 2001,15,12.00,100248931,MINASYAN, Robert
1530,"ALAZMEH, Taym",+630,SYR,31 Mar 2004,8,12.00,100279660,ALAZMEH, Taym
1530,"BRITEZ RISSO, Lucas",-17,PAR,10 May 2003,11,12.00,100342220,BRITEZ RISSO, Lucas
1532,"GARAYEV, Haktan",+113,AZE,27 Feb 2003,21,12.00,100300805,GARAYEV, Haktan
1533,"FERNANDEZ, Manuel",-19,ARG,14 Dec 2000,11,12.00,100348832,FERNANDEZ, Manuel
1534,"NOVANSKY, Michal",-19,SVK,19 Aug 2002,9,12.00,100297732,NOVANSKY, Michal
1534,"ROGHANI, Arya",-19,IRI,15 Aug 2001,14,12.00,100279713,ROGHANI, Arya
1534,"SARLVIK, Erik",-19,SWE,22 Jan 2001,17,12.00,100274423,SARLVIK, Erik
1537,"AGUILERA GUERRERO, Emiliano",-19,MEX,11 Feb 2003,8,11.75,100329816,AGUILERA GUERRERO, Emiliano
1538,"DAS, Sachin",-19,USA,24 Jun 2001,2,11.75,100328610,DAS, Sachin
1538,"FORTUIN, Ruben",-19,RSA,23 Nov 2001,7,11.75,100302854,FORTUIN, Ruben
1538,"NICHOLLS, Michael",-19,USA,21 May 2003,6,11.75,100372403,NICHOLLS, Michael
1538,"RAICEVIC, Danilo",-19,MNE,20 Jan 2003,3,11.75,100259186,RAICEVIC, Danilo
1538,"SMITH, Zachary",-19,USA,20 Feb 2001,3,11.75,100270805,SMITH, Zachary
1538,"WINSTEAD, Christian Felipe",-19,CRC,02 Mar 2003,12,11.75,100367063,WINSTEAD, Christian Felipe
1544,"ESKIC, Relja",-19,SRB,08 May 2001,33,11.75,100215876,ESKIC, Relja
1544,"SNAIDERS, Daniils",-19,LAT,25 Jan 2003,16,11.75,100276541,SNAIDERS, Daniils
1546,"JIN, Hyun Bin",-19,KOR,30 Oct 2000,4,11.75,100286968,JIN, Hyun Bin
1547,"FARDANESH, Max",-19,USA,19 May 2003,8,11.75,100351340,FARDANESH, Max
1547,"SABALIAUSKAS, Ainius",-19,LTU,26 Jul 2003,17,11.75,100265743,SABALIAUSKAS, Ainius
1547,"WALSER, Michael",+100,GER,15 May 2002,12,11.75,100250087,WALSER, Michael
1550,"ASTREINIDIS, Filippos",-20,GRE,09 Sep 2003,6,11.75,100298487,ASTREINIDIS, Filippos
1551,"ABADIA, Danielle",-20,PHI,01 Sep 2001,11,11.75,100237272,ABADIA, Danielle
1551,"VINAS, Ignacio",-20,ARG,25 Mar 2001,5,11.75,100339200,VINAS, Ignacio
1553,"DRAKOS , Athanassios",-20,GRE,06 Sep 2001,20,11.75,100255120,DRAKOS , Athanassios
1553,"KWIATKOWSKI, Adam",-20,POL,19 Jun 2000,11,11.75,100258215,KWIATKOWSKI, Adam
1553,"SIERRA, Alberto",-20,CRC,23 Apr 2003,16,11.75,100365877,SIERRA, Alberto
1556,"AGUIAR, Carlos",+85,CHI,28 Jun 2001,15,11.75,100330260,AGUIAR, Carlos
1557,"WEBB, Daniel",-18,GBR,29 Apr 2002,24,11.75,100311705,WEBB, Daniel
1557,"YEE, Mathew",-18,HKG,29 Jul 2000,15,11.75,100278967,YEE, Mathew
1559,"IGNATOWICH, James",-16,USA,05 May 2000,8,11.75,100275566,IGNATOWICH, James
1560,"KATANEC , Antun",-16,CRO,09 Dec 2000,16,11.50,100233450,KATANEC , Antun
1561,"CHEN, Kevin",-16,DEN,13 May 2002,22,11.50,100277088,CHEN, Kevin
1561,"DANCUART, Mark",-16,PER,02 Feb 2002,18,11.50,100343845,DANCUART, Mark
1563,"ESMAEILPOURFALLAHI, Aryan",-16,IRI,21 May 2002,16,11.50,100292605,ESMAEILPOURFALLAHI, Aryan
1563,"PALCAU , Matei Victor",-16,ROU,13 Sep 2003,7,11.50,100284521,PALCAU , Matei Victor
1565,"ZUBAC , Dimitrije",+93,SRB,23 Aug 2002,17,11.50,100259416,ZUBAC , Dimitrije
1566,"BIANCHI, Joaquin",-16,ARG,19 Jan 2000,16,11.50,100331261,BIANCHI, Joaquin
1567,"PEREZ CESPEDES, Rodrigo Eduardo",-34,CHI,26 Dec 2001,21,11.50,100348261,PEREZ CESPEDES, Rodrigo Eduardo
1568,"SETYADI, Bagus Laksono",-17,INA,09 May 2001,4,11.50,100285878,SETYADI, Bagus Laksono
1569,"STEKOLSHCHIKOV, Aleksandr",-17,RUS,02 Apr 2000,15,11.25,100201915,STEKOLSHCHIKOV, Aleksandr
1570,"KOGA, Tsubasa",-17,JPN,11 Jun 2002,17,11.25,100311673,KOGA, Tsubasa
1570,"PESTANA, Marco",+322,VEN,25 Apr 2001,6,11.25,100348174,PESTANA, Marco
1572,"MAKHMUDOV , Isfandiyor",-18,UZB,22 Jun 2002,21,11.25,100291985,MAKHMUDOV , Isfandiyor
1573,"BONDAR, Myroslav",-18,UKR,17 Nov 2002,7,11.25,100250083,BONDAR, Myroslav
1573,"HUTCHINGS, George",-18,GBR,18 Aug 2000,9,11.25,100227762,HUTCHINGS, George
1573,"LAVIOLETTE , Maxime",-18,FRA,07 Feb 2002,3,11.25,100255651,LAVIOLETTE , Maxime
1573,"MOSES, Dennis",-18,ZIM,03 Feb 2000,4,11.25,100272848,MOSES, Dennis
1573,"PARSHUTIN, Denis",-18,UKR,30 Jan 2000,7,11.25,100228187,PARSHUTIN, Denis
1578,"HOU, Ying",-18,GBR,03 Jul 2000,24,11.25,100245660,HOU, Ying
1578,"TZELIS, Andreas",-18,GRE,21 Aug 2000,26,11.25,100314455,TZELIS, Andreas
1580,"DAVLIANIDZE, Nikoloz",-17,GEO,01 Jan 2000,3,11.25,100198112,DAVLIANIDZE, Nikoloz
1581,"ACQUAH, Johnson",-17,GHA,18 Nov 2001,6,11.00,100339600,ACQUAH, Johnson
1581,"TSARAPKIN , Egor",-17,RUS,23 Mar 2003,9,11.00,100251164,TSARAPKIN , Egor
1583,"JARICEVSKIS, Roberts",-17,LAT,26 Feb 2002,13,11.00,100231014,JARICEVSKIS, Roberts
1583,"MINASYAN, Michael",-17,SWE,18 May 2003,16,11.00,100254679,MINASYAN, Michael
1585,"THIEL , Vincent",-17,FRA,20 Jun 2002,8,11.00,100283638,THIEL , Vincent
1586,"BORANGI, Bienvenue",-17,COD,29 Dec 2001,8,11.00,100369400,BORANGI, Bienvenue
1586,"LEAL GUERRERO, Victor Andres",-17,GUA,04 Sep 2000,21,11.00,100300812,LEAL GUERRERO, Victor Andres
1586,"MICHAELI, Eytan",-17,ISR,28 Apr 2003,20,11.00,100315659,MICHAELI, Eytan
1589,"GAMO MEKEUDJEU, Richy Thomson",+31,CMR,14 Apr 2001,4,10.75,100388485,GAMO MEKEUDJEU, Richy Thomson
1590,"CHANG, Andrew",-17,USA,05 May 2003,5,10.75,100351260,CHANG, Andrew
1591,"AKIYOSHI, Daichi",-17,JPN,15 Jul 2000,4,10.75,100339599,AKIYOSHI, Daichi
1591,"DE MAIO, Mauro",-17,ITA,06 Nov 2001,12,10.75,100232328,DE MAIO, Mauro
1591,"KLEBER, Nico",-17,GER,29 Aug 2002,9,10.75,100252079,KLEBER, Nico
1594,"JOHNSON, Mitchell",-17,GBR,21 Mar 2000,21,10.75,100296460,JOHNSON, Mitchell
1595,"BENITEZ GARCIA, Alan",-17,PAR,18 Apr 2000,12,10.75,100282731,BENITEZ GARCIA, Alan
1596,"ISHCHANKA, Danila",-17,BLR,16 May 2002,16,10.75,100250038,ISHCHANKA, Danila
1596,"ISHIDA, Kiichi",-17,JPN,11 Dec 2000,10,10.75,100282310,ISHIDA, Kiichi
1598,"KISELKOV, Veselin",-17,BUL,19 May 2002,16,10.75,100259391,KISELKOV, Veselin
1598,"LAJAL, Mark",-17,EST,12 May 2003,14,10.75,100257295,LAJAL, Mark
1598,"SIBILLE, Imran",-17,FRA,04 Feb 2002,10,10.75,100268930,SIBILLE, Imran
1601,"KOUPIL, Jan",-16,SWE,17 Mar 2001,14,10.75,100249239,KOUPIL, Jan
1602,"TSENG, Ke Chen",-15,TPE,19 Apr 2002,7,10.50,100326049,TSENG, Ke Chen
1603,"DANELON, Miguel",-15,BRA,01 Dec 2000,17,10.50,100350971,DANELON, Miguel
1604,"GALUS, Piotr",-15,POL,09 Dec 2000,12,10.50,100217029,GALUS, Piotr
1604,"ODELL, Riley",-15,USA,28 Feb 2002,4,10.50,100303999,ODELL, Riley
1604,"RODRIGUEZ GUERRA, Nicolas",-15,ECU,25 Jan 2001,20,10.50,100346743,RODRIGUEZ GUERRA, Nicolas
1604,"SOKOLOVSKY, Miron",+169,ISR,02 Sep 2001,20,10.50,100254780,SOKOLOVSKY, Miron
1604,"VEJNOVIC, Marko",-15,SWE,14 Feb 2000,2,10.50,100195389,VEJNOVIC, Marko
1609,"GAZO, Stefan",-16,SRB,09 Apr 2000,6,10.50,100205740,GAZO, Stefan
1610,"THEAKER, Callum",-16,CAY,01 Sep 2000,13,10.50,100313275,THEAKER, Callum
1611,"FERNANDEZ  PAREDES, Ricardo",-16,MEX,21 Jan 2000,10,10.50,100264712,FERNANDEZ  PAREDES, Ricardo
1611,"MALOPE, Lethabo",-16,RSA,21 Feb 2000,10,10.50,100311545,MALOPE, Lethabo
1611,"RAMKISSOON, Adam",-16,TTO,31 May 2002,8,10.50,100336790,RAMKISSOON, Adam
1614,"BECKER, Noah",-16,USA,31 Dec 2003,13,10.25,100377880,BECKER, Noah
1614,"ESPITALIER NOEL, Jason",-16,MRI,15 Mar 2002,4,10.25,100315221,ESPITALIER NOEL, Jason
1614,"HERNANDEZ CARRENO, Alejandro",-16,COL,20 Mar 2000,9,10.25,100339269,HERNANDEZ CARRENO, Alejandro
1614,"KAPOOR, Vansh",-16,IND,01 Sep 2002,5,10.25,100348820,KAPOOR, Vansh
1614,"VOROBJOVS , Valerijs",-16,LAT,27 Jan 2002,9,10.25,100311017,VOROBJOVS , Valerijs
1619,"ALMEIDA, Eduardo Lobo Da Rosa De",-108,BRA,10 Jul 2001,29,10.25,100344628,ALMEIDA, Eduardo Lobo Da Rosa De
1619,"CHAN, Pak Hong Issac",-16,HKG,13 Jan 2000,11,10.25,100234955,CHAN, Pak Hong Issac
1619,"JENKINS , Wil",-16,GBR,23 Jun 2004,10,10.25,100309006,JENKINS , Wil
1619,"PEREZ CONTRI, Pau",-16,ESP,07 Dec 2001,10,10.25,100361824,PEREZ CONTRI, Pau
1623,"STOICA, Liam",-17,NZL,20 Nov 2000,10,10.25,100267713,STOICA, Liam
1624,"TEJERA ECENARRO, Oscar",+111,ESP,11 Mar 2002,22,10.25,100338987,TEJERA ECENARRO, Oscar
1625,"STASTNY, Boris",-18,CZE,24 Aug 2001,23,10.25,100297748,STASTNY, Boris
1626,"BAIANT, Razvan",-18,CAN,17 Sep 2000,10,10.25,100234939,BAIANT, Razvan
1626,"GERMINARA, Gianfranco",+759,ARG,27 May 2001,5,10.25,100347328,GERMINARA, Gianfranco
1628,"DE BERCHI, Andrea",+33,ITA,27 Jun 2002,16,10.25,100276440,DE BERCHI, Andrea
1629,"ALCOCER SIGNORET, Jose Luis",-19,MEX,06 Nov 2000,14,10.25,100324729,ALCOCER SIGNORET, Jose Luis
1629,"CENTENO ARTEAGA, Raul Gerardo",+202,ECU,29 Aug 2001,6,10.25,100346721,CENTENO ARTEAGA, Raul Gerardo
1631,"RODRIGUEZ, Tomas",-349,ARG,07 Apr 2000,5,10.00,100301323,RODRIGUEZ, Tomas
1632,"CORTES CAMPOS, Nicolas",-20,COL,24 Jun 2002,7,10.00,100339266,CORTES CAMPOS, Nicolas
1632,"GRAMATICOPOLO, Biagio",New,ITA,01 Apr 2002,5,10.00,100305964,GRAMATICOPOLO, Biagio
1632,"KURBONOV, Shodmon",-20,TJK,02 Jun 2001,4,10.00,100316020,KURBONOV, Shodmon
1632,"MARKS, Aaron",-20,RSA,29 Aug 2000,3,10.00,100247688,MARKS, Aaron
1632,"POTLOV, Maksym",-20,UKR,20 Nov 2000,2,10.00,100241467,POTLOV, Maksym
1632,"SEKULIC, Philip",-20,AUS,05 Sep 2003,6,10.00,100330527,SEKULIC, Philip
1638,"JENTOFT, Herman H",-20,NOR,08 Apr 2000,5,10.00,100235282,JENTOFT, Herman H
1638,"STANDER , Marno",-20,RSA,07 Mar 2000,4,10.00,100235978,STANDER , Marno
1640,"BUSATO, Gabriel",-19,BRA,20 Apr 2001,4,10.00,100288217,BUSATO, Gabriel
1640,"DI GIULIO, Austin",-19,USA,18 Jan 2000,4,10.00,100256818,DI GIULIO, Austin
1640,"FORRESTIER, Lucien",-19,FRA,15 Feb 2000,3,10.00,100223939,FORRESTIER, Lucien
1640,"GANDINI, Alejandro Jose",-19,DOM,19 Mar 2003,10,10.00,100330973,GANDINI, Alejandro Jose
1640,"GORGUN, Omer Berk",-19,TUR,18 Apr 2000,2,10.00,100205722,GORGUN, Omer Berk
1640,"HAMMOND, Robert",-19,USA,10 Jun 2000,3,10.00,100260469,HAMMOND, Robert
1640,"KOIZUMI, Noritaka",-19,JPN,11 Jun 2003,1,10.00,100331611,KOIZUMI, Noritaka
1640,"NAKA, Motoi",-19,JPN,20 Aug 2002,4,10.00,100356110,NAKA, Motoi
1640,"PONTJODIKROMO, Sidane",-19,NED,24 Oct 2000,1,10.00,100220380,PONTJODIKROMO, Sidane
1640,"SALEH, Andre",-19,USA,08 Jun 2000,3,10.00,100254992,SALEH, Andre
1640,"SCHERER, Sam",-19,USA,01 May 2004,4,10.00,100367639,SCHERER, Sam
1640,"SENTHIL KUMAR, Deepak",-19,IND,23 Nov 2000,1,10.00,100281790,SENTHIL KUMAR, Deepak
1640,"SUNDARAM, Ritik",-19,USA,29 Nov 2000,9,10.00,100296026,SUNDARAM, Ritik
1640,"TOKAC , Togan",-19,TUR,27 Jan 2004,3,10.00,100270962,TOKAC , Togan
1640,"VALENZUELA, Carlos",New,CHI,21 Jan 2000,2,10.00,100289096,VALENZUELA, Carlos
1640,"VETRIH, Miha",-19,SLO,11 Sep 2002,5,10.00,100285520,VETRIH, Miha
1640,"ZAYTSEV, Ivan",-19,RUS,22 Aug 2000,9,10.00,100206503,ZAYTSEV, Ivan
1657,"BRIZUELA, Guilherme",-19,BRA,22 Jul 2001,12,10.00,100346902,BRIZUELA, Guilherme
1658,"NAKAMURA, Kenta",-19,JPN,25 Jun 2004,10,10.00,100358834,NAKAMURA, Kenta
1659,"CERNUDA ALONSO, Cesar",-18,ESP,12 Jun 2000,12,10.00,100318187,CERNUDA ALONSO, Cesar
1659,"GORE, Nicholas",-18,JAM,04 Jun 2001,8,10.00,100280244,GORE, Nicholas
1659,"HULYANICH, Demian",-18,UKR,08 Jun 2001,21,10.00,100311371,HULYANICH, Demian
1662,"SHUKLA, Abhishek",-16,IND,07 Jul 2000,10,10.00,100282967,SHUKLA, Abhishek
1663,"BRITIKOV, Ivan",-15,UKR,20 Nov 2001,12,9.75,100256390,BRITIKOV, Ivan
1663,"CAVDAR , Atilla",-15,TUR,03 Nov 2001,19,9.75,100235507,CAVDAR , Atilla
1663,"HASSAN, Abd Elrahman",+110,EGY,03 Mar 2003,12,9.75,100273096,HASSAN, Abd Elrahman
1663,"HEINONEN, Adam",-15,SWE,22 Aug 2002,8,9.75,100284916,HEINONEN, Adam
1663,"KAPOOR , Rudra",New,IND,10 Jul 2003,10,9.75,100291888,KAPOOR , Rudra
1663,"KORSGAARD, Niels Heise",-15,DEN,06 Mar 2001,6,9.75,100242085,KORSGAARD, Niels Heise
1663,"SAQIB, Hayat",-15,PAK,20 Nov 2001,2,9.75,100371886,SAQIB, Hayat
1670,"JOSS, Patrick",-17,NZL,18 Nov 2002,18,9.75,100324282,JOSS, Patrick
1671,"KNOX JONES, Alexander",-17,GBR,04 Feb 2003,15,9.75,100271477,KNOX JONES, Alexander
1672,"HUANG, Yu Shiang",+151,TPE,11 Jan 2003,11,9.75,100360678,HUANG, Yu Shiang
1673,"AMIER, Matis",-18,ALG,05 Feb 2002,6,9.75,100271788,AMIER, Matis
1673,"RAHIM, Mohamed-Racym",-18,ALG,06 Dec 2001,18,9.75,100224925,RAHIM, Mohamed-Racym
1675,"GORBATENKO, Vladislav",-18,RUS,24 Apr 2003,7,9.50,100265651,GORBATENKO, Vladislav
1675,"ZUGIC, Matija",+163,SRB,09 Sep 2001,24,9.50,100236048,ZUGIC, Matija
1677,"DE LA O VELASCO, Jonathan",+181,ESA,22 Mar 2001,19,9.50,100309641,DE LA O VELASCO, Jonathan
1678,"STAMBOULI, Habib",-20,TUN,29 Sep 2002,14,9.50,100272797,STAMBOULI, Habib
1679,"MIHAYLOV, Mihael",-19,BUL,22 Mar 2002,18,9.50,100239372,MIHAYLOV, Mihael
1680,"MISDRAHIS, Leandros",-475,GRE,11 Mar 2000,14,9.50,100257039,MISDRAHIS, Leandros
1681,"FOIX , Luis",-19,ESP,15 Nov 2000,11,9.50,100248240,FOIX , Luis
1682,"PASCUAL TORRUELLA, Marc",-19,ESP,03 May 2000,11,9.25,100268858,PASCUAL TORRUELLA, Marc
1682,"WEINBERG, Yoav",-19,ISR,22 Aug 2000,10,9.25,100268709,WEINBERG, Yoav
1684,"AZKARA, Arda",-19,TUR,14 Mar 2003,13,9.25,100257366,AZKARA, Arda
1684,"OJASSALU , Alex-Andre",-19,EST,04 May 2003,10,9.25,100308122,OJASSALU , Alex-Andre
1686,"KASEMI, Kiyan Santino",-18,GER,06 Aug 2003,9,9.25,100267928,KASEMI, Kiyan Santino
1686,"KHITROU, Daniil",-18,BLR,07 Aug 2000,12,9.25,100209116,KHITROU, Daniil
1686,"WILLIAMS, Cordell",-18,ANT,06 Aug 2000,12,9.25,100309147,WILLIAMS, Cordell
1689,"QUAYNOR, Louis",-18,JAM,23 Aug 2002,18,9.25,100253081,QUAYNOR, Louis
1690,"TEKAVEC, Tim",-18,SLO,27 Jan 2001,15,9.25,100205413,TEKAVEC, Tim
1691,"HOLLENDER, Nicolas",+451,ARG,20 Sep 2001,10,9.00,100347466,HOLLENDER, Nicolas
1691,"OMORI COWIE, Haruki",-18,GBR,08 Apr 2002,9,9.00,100298629,OMORI COWIE, Haruki
1691,"SEBASTIAN, Patrick",-18,USA,07 May 2000,11,9.00,100267169,SEBASTIAN, Patrick
1694,"AMIRI, Ali",-19,USA,16 Oct 2001,3,9.00,100306884,AMIRI, Ali
1694,"DEL ROSARIO, Marcus",-19,PHI,03 Mar 2001,2,9.00,100276375,DEL ROSARIO, Marcus
1694,"FAINBLUM, Daniel",-19,CAN,04 Jan 2001,2,9.00,100234628,FAINBLUM, Daniel
1694,"HJALTE, Arvid",-19,SWE,04 Jul 2000,4,9.00,100285785,HJALTE, Arvid
1694,"MARKOV, Tikhon",-19,RUS,18 Apr 2001,2,9.00,100253380,MARKOV, Tikhon
1694,"OGNJEN, Pavlovic",-19,SRB,12 Apr 2002,3,9.00,100310139,OGNJEN, Pavlovic
1694,"PHOTIADES, Photos",-19,CYP,17 Oct 2003,13,9.00,100297414,PHOTIADES, Photos
1694,"SALOMON, Valentin",-19,ARG,26 Oct 2000,4,9.00,100338473,SALOMON, Valentin
1694,"SEGOVIA PEREZ, Diego Jose",New,VEN,09 Feb 2003,2,9.00,100347189,SEGOVIA PEREZ, Diego Jose
1694,"SUZUKI, HISANORI",-19,JPN,06 May 2002,7,9.00,100312501,SUZUKI, HISANORI
1704,"DUBOUCH , Maxime",-20,FRA,11 Aug 2003,14,9.00,100289130,DUBOUCH , Maxime
1704,"GUTIERREZ RUPERTI, Paulo",+256,ECU,13 Dec 2002,12,9.00,100348171,GUTIERREZ RUPERTI, Paulo
1704,"OSTAJEWSKI, Jakub",-20,USA,18 Jan 2002,12,9.00,100338552,OSTAJEWSKI, Jakub
1707,"ZENG, Yaojie",-21,CHN,30 Jan 2002,16,9.00,100311383,ZENG, Yaojie
1708,"VAN NIEUWENHOVE, Alexander",-21,BEL,13 Apr 2001,20,9.00,100263270,VAN NIEUWENHOVE, Alexander
1709,"GRUNIG , Nicolas",-21,SUI,04 May 2001,22,9.00,100259655,GRUNIG , Nicolas
1709,"LILES, Liam",-21,NED,19 Apr 2002,17,9.00,100271772,LILES, Liam
1709,"ORASHEV, Arslan",-21,TKM,04 Mar 2000,7,9.00,100207443,ORASHEV, Arslan
1709,"REANSUWONG, Pasawee",-21,THA,19 Dec 2001,14,9.00,100279481,REANSUWONG, Pasawee
1713,"PETERSON, Benjamin",-21,RSA,25 Oct 2000,10,8.75,100285616,PETERSON, Benjamin
1714,"PEREZ, Gustavo",-21,MEX,07 Nov 2000,4,8.75,100273700,PEREZ, Gustavo
1715,"KWONG, Kevin",-21,ARG,19 Oct 2000,5,8.75,100346142,KWONG, Kevin
1715,"MINAMI, Sota",-21,JPN,30 May 2003,6,8.75,100333968,MINAMI, Sota
1715,"SORMAZ, Stefan",-21,AUS,22 Dec 2000,12,8.75,100285769,SORMAZ, Stefan
1718,"BOGDANOV, Mark",-20,RUS,28 Jul 2000,5,8.75,100244535,BOGDANOV, Mark
1719,"ABBASI, Roham",-20,IRI,27 Aug 2002,6,8.75,100279663,ABBASI, Roham
1719,"BARAKAT, Ziad",-20,EGY,02 Nov 2001,13,8.75,100300998,BARAKAT, Ziad
1719,"DELI, Mihaly",-20,HUN,30 Apr 2001,19,8.75,100236965,DELI, Mihaly
1719,"MIN SOO, Kim",-20,KOR,07 Aug 2000,14,8.75,100279265,MIN SOO, Kim
1719,"MOROZOV, Daniel",-20,LAT,26 Jun 2002,12,8.75,100258552,MOROZOV, Daniel
1724,"ANSEUR, Ryad",-18,ALG,14 Apr 2000,8,8.75,100282608,ANSEUR, Ryad
1724,"WECKERLE, Nicolas",-18,LUX,28 Feb 2001,8,8.75,100226932,WECKERLE, Nicolas
1726,"RAKOTOZANDRINY, Lanja Ny Aina",-18,MAD,20 May 2003,6,8.75,100383997,RAKOTOZANDRINY, Lanja Ny Aina
1727,"CHEN, Kuan Yu",-17,TPE,09 Nov 2000,16,8.50,100273423,CHEN, Kuan Yu
1727,"DELAGE , Pierre",-17,FRA,22 Jan 2001,3,8.50,100245781,DELAGE , Pierre
1727,"DOSSANI, Muhammad",-17,USA,05 Jun 2002,9,8.50,100333038,DOSSANI, Muhammad
1727,"ISAGO, Herick",-17,BRA,28 Feb 2001,11,8.50,100336227,ISAGO, Herick
1727,"THURNER, Noah",-17,GER,27 Jan 2000,15,8.50,100259874,THURNER, Noah
1732,"AL BARWANI, Abdullah",-17,OMA,08 Mar 2000,6,8.50,100279514,AL BARWANI, Abdullah
1732,"BARUN, Bozo",+535,CRO,07 Apr 2001,14,8.50,100212463,BARUN, Bozo
1732,"DEFILIPPIS, Sebastian",-17,CHI,22 Aug 2002,11,8.50,100348309,DEFILIPPIS, Sebastian
1732,"FAISAL, Ghouse",-17,CAN,27 Feb 2003,17,8.50,100323980,FAISAL, Ghouse
1732,"HAMDAN, Muhammad Aiman",-17,MAS,09 Jan 2001,10,8.50,100279366,HAMDAN, Muhammad Aiman
1732,"MANFREDI, Ivan",-17,ARG,01 Mar 2001,6,8.50,100347749,MANFREDI, Ivan
1732,"OMINDE, Derick",-17,KEN,12 Mar 2003,22,8.50,100328097,OMINDE, Derick
1732,"TREVISIOL , Ivan",-17,FRA,08 Mar 2002,12,8.50,100256865,TREVISIOL , Ivan
1732,"TUYISHIME, Fabrice",-17,RWA,25 May 2000,8,8.50,100293204,TUYISHIME, Fabrice
