Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
316,163.0,L,4-6 6-3 1-6,3.0,11.0,15.0
316,957.0,W,6-2 6-1,2.0,12.0,3.0
316,146.0,W,7-5 6-1,2.0,13.0,6.0
316,139.0,L,5-7 2-6,2.0,7.0,13.0
316,1369.0,W,6-2 6-3,2.0,12.0,5.0
316,2009.0,W,6-0 6-1,2.0,12.0,1.0
316,163.0,W,6-1 6-1,2.0,12.0,2.0
316,176.0,W,6-3 7-6,2.0,13.0,9.0
316,331.0,L,4-6 2-6,2.0,6.0,12.0
317,1337.0,W,6-1 7-6,2.0,13.0,7.0
317,776.0,W,6-4 6-7 6-0,3.0,18.0,11.0
317,156.0,L,6-2 0-6 2-6,3.0,8.0,14.0
318,272.0,L,7-6 3-6 3-6,3.0,13.0,18.0
318,1076.0,W,6-4 6-3,2.0,12.0,7.0
318,473.0,L,2-6 5-7,2.0,7.0,13.0
319,1375.0,W,6-1 6-3,2.0,12.0,4.0
319,1845.0,W,6-3 6-0,2.0,12.0,3.0
319,243.0,W,6-2 6-3,2.0,12.0,5.0
319,247.0,W,6-1 4-6 6-2,3.0,16.0,9.0
319,304.0,W,2-6 6-2 6-3,3.0,14.0,11.0
319,1326.0,W,6-7 6-4,3.0,12.0,11.0
319,626.0,W,6-4 6-3,2.0,12.0,7.0
319,243.0,L,4-6 3-6,2.0,7.0,12.0
319,572.0,U,6-1 2-0,2.0,8.0,1.0
319,1675.0,W,6-2 6-0,2.0,12.0,2.0
319,1483.0,W,6-3 6-3,2.0,12.0,6.0
319,772.0,W,6-3 6-4,2.0,12.0,7.0
319,726.0,W,6-4 6-7 6-4,3.0,18.0,15.0
319,,W,6-2 6-3,2.0,12.0,5.0
319,865.0,W,6-4 7-5,2.0,13.0,9.0
319,1686.0,W,6-0 6-4,2.0,12.0,4.0
319,537.0,W,7-5 6-4,2.0,13.0,9.0
319,247.0,W,6-2 6-2,2.0,12.0,4.0
319,699.0,W,6-4 7-6,2.0,13.0,10.0
319,304.0,L,2-6 6-7,2.0,8.0,13.0
319,774.0,W,6-2 6-3,2.0,12.0,5.0
319,247.0,L,3-6 3-6,2.0,6.0,12.0
320,1107.0,L,3-6 4-6,2.0,7.0,12.0
320,134.0,L,1-6 3-6,2.0,4.0,12.0
321,327.0,L,2-6 7-6 2-6,3.0,11.0,18.0
321,85.0,L,6-4 4-6 4-6,3.0,14.0,16.0
321,1200.0,U,6-1 4-1,2.0,10.0,2.0
321,494.0,U,6-4 1-6 1-4,3.0,8.0,14.0
323,,W,6-1 6-0,2.0,12.0,1.0
323,2412.0,W,6-3 7-5,2.0,13.0,8.0
323,1841.0,W,6-2 6-0,2.0,12.0,2.0
323,,,,,0.0,0.0
323,469.0,W,6-3 5-7 6-4,3.0,17.0,14.0
323,299.0,W,6-2 6-4,2.0,12.0,6.0
323,165.0,L,6-4 1-6 6-7,3.0,13.0,17.0
323,571.0,U,7-5 6-7 0-6,3.0,13.0,18.0
323,2412.0,W,6-2 6-0,2.0,12.0,2.0
323,1439.0,W,6-2 6-2,2.0,12.0,4.0
323,469.0,W,2-6 6-3 7-5,3.0,15.0,14.0
323,396.0,W,2-6 6-1 6-3,3.0,14.0,10.0
323,249.0,L,3-6 2-6,2.0,5.0,12.0
323,2412.0,L,6-7 5-7,2.0,11.0,14.0
323,1050.0,W,6-1 6-1,2.0,12.0,2.0
323,2290.0,W,6-0 6-3,2.0,12.0,3.0
323,1050.0,W,7-6 6-1,2.0,13.0,7.0
323,755.0,W,7-5 6-3,2.0,13.0,8.0
323,378.0,W,6-2 6-2,2.0,12.0,4.0
323,756.0,W,6-2 6-3,2.0,12.0,5.0
323,631.0,W,7-6 6-3,3.0,13.0,9.0
324,1186.0,W,6-4 6-4,2.0,12.0,8.0
324,826.0,W,6-3 7-5,2.0,13.0,8.0
324,644.0,L,3-6 4-6,2.0,7.0,12.0
324,518.0,L,6-2 3-6 4-6,3.0,13.0,14.0
324,705.0,W,6-4 6-1,2.0,12.0,5.0
324,481.0,W,6-2 6-2,2.0,12.0,4.0
324,550.0,W,7-6 7-5,2.0,14.0,11.0
324,109.0,W,5-7 7-6 6-3,3.0,18.0,16.0
324,276.0,W,6-2 2-6 7-5,3.0,15.0,13.0
324,268.0,L,1-6 4-6,2.0,5.0,12.0
324,502.0,L,1-6 7-5 3-6,3.0,11.0,17.0
325,155.0,L,2-6 6-2 6-7,3.0,14.0,15.0
325,229.0,L,5-7 3-6,2.0,8.0,13.0
325,889.0,W,6-1 6-1,2.0,12.0,2.0
325,455.0,W,6-0 6-1,2.0,12.0,1.0
325,410.0,L,1-6 2-6,2.0,3.0,12.0
326,394.0,L,4-6 4-6,2.0,8.0,12.0
327,1741.0,W,6-1 6-3,2.0,12.0,4.0
327,1157.0,L,6-3 6-7 0-6,3.0,12.0,16.0
327,1299.0,W,6-1 6-0,2.0,12.0,1.0
327,1050.0,W,6-2 6-3,2.0,12.0,5.0
327,517.0,L,0-6 1-6,2.0,1.0,12.0
327,321.0,W,6-2 6-7 6-2,3.0,18.0,11.0
327,1195.0,W,6-3 6-4,2.0,12.0,7.0
327,182.0,L,1-6 4-6,2.0,5.0,12.0
328,2181.0,W,4-6 6-3 6-3,3.0,16.0,12.0
328,755.0,W,7-6,2.0,7.0,6.0
328,385.0,W,4-6 6-2 6-3,3.0,16.0,11.0
328,292.0,W,7-5 6-0,2.0,13.0,5.0
328,829.0,W,6-4 7-6,2.0,13.0,10.0
328,1419.0,W,6-2 6-1,2.0,12.0,3.0
328,997.0,W,6-0 6-0,2.0,12.0,0.0
328,634.0,W,6-2 6-3,2.0,12.0,5.0
328,407.0,L,4-6 0-6,2.0,4.0,12.0
328,1454.0,W,6-1 6-3,2.0,12.0,4.0
328,629.0,L,4-6 6-3 4-6,3.0,14.0,15.0
328,1419.0,W,6-2 6-0,2.0,12.0,2.0
328,755.0,W,1-6 6-3 6-4,3.0,13.0,13.0
328,602.0,W,2-6 7-6 10-8,3.0,19.0,20.0
328,378.0,W,3-6 7-6,3.0,10.0,12.0
328,363.0,W,4-6 6-1 7-5,3.0,17.0,12.0
329,2195.0,W,6-1 6-2,2.0,12.0,3.0
329,,W,6-2 6-4,2.0,12.0,6.0
329,788.0,,,,0.0,0.0
329,2412.0,W,7-6 6-1,2.0,13.0,7.0
329,1444.0,W,7-5 4-6 6-4,3.0,17.0,15.0
329,1116.0,W,6-1 6-3,2.0,12.0,4.0
329,832.0,W,1-6 6-3 6-3,3.0,13.0,12.0
329,492.0,L,2-6 6-7,2.0,8.0,13.0
329,2412.0,W,6-3 6-4,2.0,12.0,7.0
329,1209.0,W,6-2 6-2,2.0,12.0,4.0
329,832.0,W,3-6 6-3 6-3,3.0,15.0,12.0
329,111.0,W,7-5 6-3,2.0,13.0,8.0
329,522.0,W,6-2 6-0,2.0,12.0,2.0
329,,W,6-1 6-1,2.0,12.0,2.0
329,2290.0,W,6-3 6-4,2.0,12.0,7.0
329,1116.0,W,7-6 6-3,2.0,13.0,9.0
329,1581.0,W,6-1 6-3,2.0,12.0,4.0
329,790.0,W,6-3 6-4,2.0,12.0,7.0
331,2009.0,W,4-6 6-2 6-0,3.0,16.0,8.0
331,2768.0,W,6-1 6-0,2.0,12.0,1.0
331,1752.0,W,6-3 6-1,2.0,12.0,4.0
331,426.0,W,6-2 6-2,2.0,12.0,4.0
331,112.0,W,6-4 6-1,2.0,12.0,5.0
331,99.0,W,6-4 6-3,2.0,12.0,7.0
331,316.0,W,6-4 6-2,2.0,12.0,6.0
331,,W,6-1 6-0,2.0,12.0,1.0
331,1741.0,W,6-0 6-2,2.0,12.0,2.0
331,656.0,W,6-1 6-1,2.0,12.0,2.0
331,176.0,W,6-4 4-6 6-2,3.0,16.0,12.0
331,237.0,W,6-2 6-2,2.0,12.0,4.0
331,271.0,W,6-0 6-4,2.0,12.0,4.0
331,163.0,L,4-6 2-6,2.0,6.0,12.0
332,2290.0,W,6-2 6-2,2.0,12.0,4.0
332,,W,6-1 6-1,2.0,12.0,2.0
332,,W,6-4 6-3,2.0,12.0,7.0
332,549.0,,,,0.0,0.0
332,1003.0,W,6-1 6-3,2.0,12.0,4.0
332,1254.0,U,7-6 3-1,2.0,10.0,7.0
332,629.0,L,2-6 6-3 0-6,3.0,8.0,15.0
332,2009.0,W,6-1 6-4,2.0,12.0,5.0
332,2009.0,W,6-0 6-1,2.0,12.0,1.0
332,634.0,W,6-3 1-6 10-8,3.0,17.0,17.0
332,363.0,L,4-6 6-4 4-6,3.0,14.0,16.0
332,828.0,W,6-3 7-5,2.0,13.0,8.0
332,212.0,W,2-6 6-3 6-4,3.0,14.0,13.0
332,334.0,W,6-3 4-6 6-3,3.0,16.0,12.0
332,171.0,L,1-6 4-6,2.0,5.0,12.0
332,,W,6-2 6-1,2.0,12.0,3.0
332,188.0,W,6-4 6-1,2.0,12.0,5.0
332,379.0,L,5-7 6-2 6-7,3.0,17.0,16.0
332,1985.0,W,6-4 6-2,2.0,12.0,6.0
332,469.0,L,6-4 3-6 5-7,3.0,14.0,17.0
332,2768.0,W,6-4 6-2,2.0,12.0,6.0
332,1484.0,W,6-1 7-6,2.0,13.0,7.0
332,635.0,W,6-4 7-5,2.0,13.0,9.0
332,396.0,W,6-3 6-4,2.0,12.0,7.0
332,404.0,W,4-6 7-5 7-6,3.0,18.0,17.0
332,,W,6-2 6-0,2.0,12.0,2.0
332,520.0,W,6-1 6-3,2.0,12.0,4.0
332,379.0,W,6-3 6-4,2.0,12.0,7.0
332,1008.0,W,4-6 6-2 7-5,3.0,17.0,13.0
332,404.0,W,6-4 6-2,2.0,12.0,6.0
333,238.0,W,6-1 6-2,2.0,12.0,3.0
333,127.0,W,6-4 7-5,2.0,13.0,9.0
333,421.0,W,6-0 4-6 6-2,3.0,16.0,8.0
333,78.0,L,2-6 6-3 2-6,3.0,10.0,15.0
333,98.0,L,6-4 2-6 4-6,3.0,12.0,16.0
333,1309.0,W,6-2 6-4,2.0,12.0,6.0
333,,W,6-2 6-2,2.0,12.0,4.0
333,1330.0,W,6-3 6-2,2.0,12.0,5.0
333,418.0,L,7-6 4-6 1-6,3.0,12.0,18.0
333,2412.0,W,6-0 6-0,2.0,12.0,0.0
333,518.0,W,6-2 6-3,2.0,12.0,5.0
333,215.0,L,7-6 4-6 3-6,3.0,14.0,18.0
334,594.0,W,6-1 6-1,2.0,12.0,2.0
334,332.0,L,3-6 6-4 3-6,3.0,12.0,16.0
334,652.0,W,2-6 6-4 6-3,3.0,14.0,13.0
334,292.0,W,6-3 6-0,2.0,12.0,3.0
334,571.0,W,6-2 6-7 6-4,3.0,18.0,13.0
334,469.0,L,2-6 3-6,2.0,5.0,12.0
334,89.0,L,2-6 0-6,2.0,2.0,12.0
334,1826.0,W,6-1 6-1,2.0,12.0,2.0
334,233.0,L,3-6 0-6,2.0,3.0,12.0
334,298.0,W,6-0 6-2,2.0,12.0,2.0
334,342.0,W,6-3 6-4,2.0,12.0,7.0
334,377.0,W,7-5 4-6 7-5,3.0,18.0,16.0
334,88.0,L,3-6 1-6,2.0,4.0,12.0
334,2056.0,W,6-3 6-3,2.0,12.0,6.0
334,231.0,L,2-6 6-7,2.0,8.0,13.0
334,312.0,W,7-6 0-6 6-3,3.0,13.0,15.0
334,121.0,L,6-7 4-6,2.0,10.0,13.0
335,764.0,W,6-1 6-3,2.0,12.0,4.0
335,405.0,W,6-1 6-1,2.0,12.0,2.0
335,463.0,L,3-6 0-6,2.0,3.0,12.0
335,,W,6-1 6-1,2.0,12.0,2.0
335,461.0,L,5-7 6-3 1-6,3.0,12.0,16.0
335,730.0,W,6-2 3-6 6-3,3.0,15.0,11.0
335,183.0,W,7-5 6-2,2.0,13.0,7.0
335,174.0,L,5-7 0-6,2.0,5.0,13.0
335,,W,6-3 6-0,2.0,12.0,3.0
335,463.0,W,6-2 7-5,2.0,13.0,7.0
335,911.0,L,3-6 3-6,2.0,6.0,12.0
336,1419.0,W,6-3 6-2,2.0,12.0,5.0
336,614.0,W,3-6 6-2 6-4,3.0,15.0,12.0
336,200.0,W,7-6 2-6 6-3,3.0,15.0,15.0
336,292.0,L,2-6 6-4 2-6,3.0,10.0,16.0
336,1880.0,W,6-0 6-3,2.0,12.0,3.0
336,969.0,L,2-6 4-6,2.0,6.0,12.0
336,912.0,L,4-6 2-6,2.0,6.0,12.0
336,647.0,L,6-7 1-6,2.0,7.0,13.0
336,1446.0,L,7-6 3-6,3.0,10.0,12.0
336,893.0,W,6-4 6-2,2.0,12.0,6.0
336,967.0,W,6-1 6-2,2.0,12.0,3.0
336,471.0,U,0-6 7-5 3-0,3.0,10.0,11.0
336,485.0,L,6-7 4-6,2.0,10.0,13.0
336,828.0,W,6-2 6-1,2.0,12.0,3.0
336,893.0,W,6-1 6-1,2.0,12.0,2.0
336,539.0,W,6-3 6-2,2.0,12.0,5.0
336,369.0,W,7-5 6-7 6-0,3.0,19.0,12.0
336,370.0,W,6-2 6-4,2.0,12.0,6.0
336,2412.0,W,6-2 6-1,2.0,12.0,3.0
336,211.0,L,1-6 3-6,2.0,4.0,12.0
336,1677.0,W,6-0 6-2,2.0,12.0,2.0
336,927.0,L,4-6 6-7,2.0,10.0,13.0
338,371.0,W,6-4 6-3,2.0,12.0,7.0
338,190.0,W,6-4 6-3,2.0,12.0,7.0
338,68.0,L,4-6 3-6,2.0,7.0,12.0
338,234.0,W,6-2 7-5,2.0,13.0,7.0
338,116.0,L,4-6 0-6,2.0,4.0,12.0
338,2682.0,W,6-3 6-0,2.0,12.0,3.0
338,265.0,W,6-3 6-2,2.0,12.0,5.0
338,826.0,W,7-6 5-7 6-2,3.0,18.0,15.0
338,51.0,L,4-6 2-6,2.0,6.0,12.0
338,283.0,W,6-2 6-0,2.0,12.0,2.0
338,85.0,L,6-2 5-7 6-7,3.0,17.0,16.0
338,,L,4-6 4-6,2.0,8.0,12.0
338,,W,6-1 6-2,2.0,12.0,3.0
338,281.0,W,6-2 3-6 6-4,3.0,15.0,12.0
338,16.0,L,4-6 6-7,2.0,10.0,13.0
339,,W,6-1 6-4,2.0,12.0,5.0
339,389.0,W,6-3 6-3,2.0,12.0,6.0
339,372.0,W,6-3 7-5,2.0,13.0,8.0
339,87.0,L,4-6 1-6,2.0,5.0,12.0
339,734.0,L,3-6 5-7,2.0,8.0,13.0
339,1006.0,L,4-6 6-7,2.0,10.0,13.0
341,672.0,W,6-3 7-6,2.0,13.0,9.0
341,168.0,W,6-1 6-3,2.0,12.0,4.0
341,94.0,L,4-6 1-6,2.0,5.0,12.0
341,2412.0,W,6-1 6-2,2.0,12.0,3.0
341,171.0,L,4-6 4-6,2.0,8.0,12.0
341,739.0,L,4-6 4-6,2.0,8.0,12.0
341,1519.0,W,6-2 6-1,2.0,12.0,3.0
341,139.0,W,1-6 6-4 7-6,3.0,14.0,16.0
341,286.0,U,2-6,1.0,2.0,6.0
341,111.0,W,6-1 6-4,2.0,12.0,5.0
341,175.0,W,7-5 7-6,2.0,14.0,11.0
341,134.0,L,2-6 4-6,2.0,6.0,12.0
342,,W,6-2 6-1,2.0,12.0,3.0
342,140.0,W,6-2 0-6 6-1,3.0,12.0,9.0
342,124.0,L,7-5 0-6 5-7,3.0,12.0,18.0
342,1132.0,W,6-2 6-3,2.0,12.0,5.0
342,514.0,L,2-6 6-3 4-6,3.0,12.0,15.0
342,1309.0,W,6-4 6-4,2.0,12.0,8.0
342,238.0,W,6-4 6-2,2.0,12.0,6.0
342,150.0,L,6-7 0-6,2.0,6.0,13.0
342,735.0,W,3-6 6-4 6-4,3.0,15.0,14.0
342,334.0,L,3-6 4-6,2.0,7.0,12.0
342,2393.0,W,6-2 6-2,2.0,12.0,4.0
342,134.0,L,0-6 2-6,2.0,2.0,12.0
342,2290.0,W,6-3 6-2,2.0,12.0,5.0
342,125.0,L,1-6 2-6,2.0,3.0,12.0
343,2181.0,W,6-4 3-6 6-0,3.0,15.0,10.0
343,387.0,W,7-5 6-0,2.0,13.0,5.0
343,555.0,W,4-6 6-3 6-1,3.0,16.0,10.0
343,463.0,W,2-6 6-1 6-1,3.0,14.0,8.0
343,152.0,L,2-6 1-6,2.0,3.0,12.0
344,2161.0,W,6-2 6-2,2.0,12.0,4.0
344,738.0,W,6-1 4-6 6-1,3.0,16.0,8.0
344,229.0,,,,0.0,0.0
344,2682.0,W,6-4 6-0,2.0,12.0,4.0
344,1565.0,W,7-5 7-6,2.0,14.0,11.0
344,1786.0,W,6-3 6-2,2.0,12.0,5.0
344,545.0,W,6-3 4-6 6-3,3.0,16.0,12.0
344,552.0,W,7-6 6-1,2.0,13.0,7.0
344,579.0,W,5-7 6-4 6-2,3.0,17.0,13.0
344,113.0,L,2-6 7-6,3.0,9.0,12.0
344,1225.0,W,7-6 6-3,2.0,13.0,9.0
344,1690.0,W,6-3 6-3,2.0,12.0,6.0
344,738.0,U,6-4 2-0,2.0,8.0,4.0
344,352.0,L,3-6 1-6,2.0,4.0,12.0
344,2594.0,W,6-1 6-0,2.0,12.0,1.0
344,1974.0,W,6-0 6-1,2.0,12.0,1.0
344,1173.0,W,7-5 6-3,2.0,13.0,8.0
344,578.0,W,6-2 6-4,2.0,12.0,6.0
344,486.0,W,6-4 6-4,2.0,12.0,8.0
344,903.0,L,2-6 6-3 2-6,3.0,10.0,15.0
344,57.0,L,3-6 1-6,2.0,4.0,12.0
344,1109.0,W,6-4 6-2,2.0,12.0,6.0
344,630.0,W,6-4 6-3,2.0,12.0,7.0
344,173.0,L,1-6 6-7,2.0,7.0,13.0
344,1422.0,U,6-0 1-0,2.0,7.0,0.0
344,1845.0,L,4-6 2-6,2.0,6.0,12.0
344,,W,6-2 6-2,2.0,12.0,4.0
344,360.0,W,6-3 3-6 6-4,3.0,15.0,13.0
344,356.0,L,3-6 2-6,2.0,5.0,12.0
344,699.0,W,6-3 6-3,2.0,12.0,6.0
344,104.0,L,6-7 3-6,2.0,9.0,13.0
345,465.0,L,2-6 3-6,2.0,5.0,12.0
345,932.0,W,6-4 7-6,2.0,13.0,10.0
345,1821.0,U,6-1 3-1,2.0,9.0,2.0
345,586.0,W,6-3 3-6 6-1,3.0,15.0,10.0
345,307.0,W,6-4 3-6 6-2,3.0,15.0,12.0
345,127.0,L,2-6 4-6,2.0,6.0,12.0
345,1821.0,W,7-6 6-3,2.0,13.0,9.0
345,1786.0,W,6-4 6-3,2.0,12.0,7.0
345,932.0,W,6-2 1-6 6-4,3.0,13.0,12.0
345,402.0,L,4-6 5-7,2.0,9.0,13.0
345,94.0,L,7-6 3-6 2-6,3.0,12.0,18.0
345,1404.0,W,7-6 6-0,2.0,13.0,6.0
345,595.0,W,6-3 7-6,2.0,13.0,9.0
345,572.0,W,6-1 6-4,2.0,12.0,5.0
345,1096.0,U,6-0 3-0,2.0,9.0,0.0
345,466.0,W,6-4 6-3,2.0,12.0,7.0
345,1022.0,W,7-5 6-2,2.0,13.0,7.0
345,1164.0,W,6-4 6-2,2.0,12.0,6.0
345,608.0,L,4-6 5-7,2.0,9.0,13.0
346,2594.0,W,6-2 6-3,2.0,12.0,5.0
346,1821.0,W,6-2 6-2,2.0,12.0,4.0
346,376.0,W,6-4 6-0,2.0,12.0,4.0
346,383.0,W,6-1 6-3,2.0,12.0,4.0
346,111.0,L,2-6 3-6,2.0,5.0,12.0
346,2682.0,W,6-0 6-1,2.0,12.0,1.0
346,1298.0,W,6-2 6-0,2.0,12.0,2.0
346,1017.0,W,6-1 6-3,2.0,12.0,4.0
346,383.0,W,6-3 6-4,2.0,12.0,7.0
346,171.0,L,1-6 1-6,2.0,2.0,12.0
346,1082.0,W,6-2 6-4,2.0,12.0,6.0
346,1538.0,L,4-6 6-2 2-6,3.0,12.0,14.0
346,306.0,L,6-1 4-6 4-6,3.0,14.0,13.0
347,1775.0,W,6-2 6-3,2.0,12.0,5.0
347,970.0,L,4-6 1-6,2.0,5.0,12.0
347,2290.0,W,4-6 7-5 6-1,3.0,17.0,12.0
347,751.0,L,6-3 6-7 2-6,3.0,14.0,16.0
350,2009.0,W,6-2 6-2,2.0,12.0,4.0
350,356.0,L,6-7 3-6,2.0,9.0,13.0
350,110.0,W,6-0 6-1,2.0,12.0,1.0
350,109.0,L,4-6 4-6,2.0,8.0,12.0
350,208.0,L,7-5 1-6 2-6,3.0,10.0,17.0
350,516.0,W,6-4 6-4,2.0,12.0,8.0
350,1390.0,W,6-2 6-0,2.0,12.0,2.0
350,388.0,W,3-6 7-5 6-3,3.0,16.0,14.0
350,494.0,W,5-7 6-3 6-3,3.0,17.0,13.0
350,161.0,L,3-6 1-6,2.0,4.0,12.0
350,203.0,W,7-5 6-4,2.0,13.0,9.0
350,65.0,L,4-6 4-6,2.0,8.0,12.0
350,1200.0,W,6-1 6-1,2.0,12.0,2.0
350,2181.0,W,6-2 6-4,2.0,12.0,6.0
350,281.0,W,6-3 6-2,2.0,12.0,5.0
350,77.0,W,7-6,2.0,7.0,6.0
350,41.0,L,2-6 0-6,2.0,2.0,12.0
351,,,,,0.0,0.0
351,,,,,0.0,0.0
351,,,,,0.0,0.0
351,,,,,0.0,0.0
351,,,,,0.0,0.0
352,545.0,W,7-5 5-7 6-3,3.0,18.0,15.0
352,568.0,W,6-4 6-4,2.0,12.0,8.0
352,514.0,,,,0.0,0.0
352,551.0,W,6-4 6-0,2.0,12.0,4.0
352,66.0,L,0-6 2-6,2.0,2.0,12.0
352,2239.0,W,6-3 7-6,2.0,13.0,9.0
352,,W,6-1 6-1,2.0,12.0,2.0
352,737.0,W,6-2 6-7 6-4,3.0,18.0,13.0
352,398.0,L,6-3 3-6 2-6,3.0,11.0,15.0
352,1127.0,W,7-6 6-3,2.0,13.0,9.0
352,2594.0,U,2-0,1.0,2.0,0.0
352,1247.0,W,4-6 6-4 6-4,3.0,16.0,14.0
352,344.0,W,6-3 6-1,2.0,12.0,4.0
352,427.0,L,4-6 6-7,2.0,10.0,13.0
352,,W,6-2 6-3,2.0,12.0,5.0
352,427.0,L,4-6 7-6 2-6,3.0,13.0,18.0
352,80.0,L,6-7 5-7,2.0,11.0,14.0
352,2412.0,W,6-4 6-2,2.0,12.0,6.0
352,849.0,W,3-6 6-3 6-2,3.0,15.0,11.0
352,431.0,W,6-4 6-4,2.0,12.0,8.0
352,587.0,L,1-6 6-7,2.0,7.0,13.0
352,356.0,L,2-6 3-6,2.0,5.0,12.0
353,,,,,0.0,0.0
353,,,,,0.0,0.0
353,,,,,0.0,0.0
353,,,,,0.0,0.0
353,,,,,0.0,0.0
353,,,,,0.0,0.0
354,901.0,W,6-1 6-1,2.0,12.0,2.0
354,494.0,W,6-0 6-3,2.0,12.0,3.0
354,93.0,W,6-4 6-1,2.0,12.0,5.0
354,303.0,W,6-2 6-0,2.0,12.0,2.0
354,193.0,W,1-6 6-4 6-3,3.0,13.0,13.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
355,,,,,0.0,0.0
356,350.0,W,7-6 6-3,2.0,13.0,9.0
356,63.0,L,2-6 6-0 4-6,3.0,12.0,12.0
356,1385.0,W,6-3 6-1,2.0,12.0,4.0
356,429.0,W,6-3 6-4,2.0,12.0,7.0
356,182.0,L,3-6 6-3 5-7,3.0,14.0,16.0
356,1174.0,W,6-4 6-2,2.0,12.0,6.0
356,135.0,W,6-3 6-4,2.0,12.0,7.0
356,904.0,W,6-1 6-3,2.0,12.0,4.0
356,1217.0,W,6-3 6-2,2.0,12.0,5.0
356,310.0,L,2-6 3-6,2.0,5.0,12.0
356,1385.0,W,6-0 6-2,2.0,12.0,2.0
356,352.0,W,6-2 6-3,2.0,12.0,5.0
356,344.0,W,6-3 6-2,2.0,12.0,5.0
356,142.0,W,7-5 6-4,2.0,13.0,9.0
356,173.0,W,0-6 6-0 6-3,3.0,12.0,9.0
356,135.0,L,6-4 3-6 0-6,3.0,9.0,16.0
357,,W,6-3 7-6,2.0,13.0,9.0
357,242.0,W,1-6 6-3 6-4,3.0,13.0,13.0
357,817.0,W,6-4 6-0,2.0,12.0,4.0
357,262.0,W,7-5 6-0,2.0,13.0,5.0
357,585.0,W,6-7 7-5 6-0,3.0,19.0,12.0
357,2594.0,W,6-3 5-7 6-0,3.0,17.0,10.0
357,,W,3-6 6-1 7-6,3.0,16.0,13.0
357,,W,6-4 7-5,2.0,13.0,9.0
357,1603.0,W,6-4 6-0,2.0,12.0,4.0
357,585.0,W,4-6 6-2 6-4,3.0,16.0,12.0
357,1640.0,W,6-2 6-2,2.0,12.0,4.0
357,61.0,L,6-7 3-6,2.0,9.0,13.0
358,818.0,W,6-0 4-6 6-2,3.0,16.0,8.0
358,141.0,L,0-6 5-7,2.0,5.0,13.0
358,,W,6-0 6-0,2.0,12.0,0.0
358,196.0,L,3-6 2-6,2.0,5.0,12.0
358,116.0,L,4-6 5-7,2.0,9.0,13.0
358,745.0,L,6-7 1-6,2.0,7.0,13.0
358,1098.0,L,4-6 4-6,2.0,8.0,12.0
358,779.0,W,6-4 4-6 7-6,3.0,17.0,16.0
358,605.0,W,6-7 6-4 6-0,3.0,18.0,11.0
358,191.0,L,6-3 4-6 0-6,3.0,10.0,15.0
359,109.0,L,1-6 1-6,2.0,2.0,12.0
359,1385.0,L,2-6 5-7,2.0,7.0,13.0
359,126.0,L,1-6 2-6,2.0,3.0,12.0
359,1130.0,W,7-6 6-1,2.0,13.0,7.0
359,1001.0,W,2-6 6-1 7-6,3.0,15.0,13.0
359,1028.0,W,6-4 6-4,2.0,12.0,8.0
359,831.0,U,6-3 1-0,2.0,7.0,3.0
359,268.0,L,2-6 6-7,2.0,8.0,13.0
359,1765.0,W,6-1 6-1,2.0,12.0,2.0
359,653.0,L,6-3 4-6 3-6,3.0,13.0,15.0
359,2768.0,W,6-0 6-1,2.0,12.0,1.0
359,455.0,W,4-6 6-2 6-0,3.0,16.0,8.0
359,213.0,L,4-6 5-7,2.0,9.0,13.0
360,391.0,L,3-6 3-6,2.0,6.0,12.0
360,1031.0,W,6-1 7-6,2.0,13.0,7.0
360,885.0,W,6-1 6-3,2.0,12.0,4.0
360,732.0,L,6-7,2.0,6.0,7.0
360,430.0,W,6-4 6-7 6-1,3.0,18.0,12.0
360,422.0,L,4-6 6-7,2.0,10.0,13.0
360,344.0,L,3-6 6-3 4-6,3.0,13.0,15.0
360,,W,6-4 6-3,2.0,12.0,7.0
360,587.0,W,6-3 6-4,2.0,12.0,7.0
360,253.0,W,6-2 6-2,2.0,12.0,4.0
360,31.0,W,6-3 6-3,2.0,12.0,6.0
360,15.0,L,2-6 2-6,2.0,4.0,12.0
362,,W,6-4 6-0,2.0,12.0,4.0
362,69.0,L,1-6 0-6,2.0,1.0,12.0
362,267.0,W,7-6 6-3,2.0,13.0,9.0
362,121.0,L,1-6 2-6,2.0,3.0,12.0
362,,W,6-0 6-1,2.0,12.0,1.0
362,,W,6-1 6-0,2.0,12.0,1.0
362,1826.0,U,5-7,1.0,5.0,7.0
362,271.0,W,1-6 7-5 6-1,3.0,14.0,12.0
362,289.0,L,0-6 2-6,2.0,2.0,12.0
362,2412.0,W,7-5 6-2,2.0,13.0,7.0
362,911.0,L,6-2 2-6 1-6,3.0,9.0,14.0
362,,W,6-0 6-1,2.0,12.0,1.0
362,,W,6-3 6-1,2.0,12.0,4.0
362,2290.0,W,4-6 6-4 6-4,3.0,16.0,14.0
362,463.0,L,2-6 0-6,2.0,2.0,12.0
363,1691.0,L,3-6 3-6,2.0,6.0,12.0
363,1307.0,L,1-6 1-6,2.0,2.0,12.0
363,,U,6-0,1.0,6.0,0.0
363,557.0,L,2-6 6-3 4-6,3.0,12.0,15.0
363,1939.0,W,6-0 7-6,2.0,13.0,6.0
